payload_length,digit_ratio,special_char_count,amount,amount_missing,merchant_name_missing,merchant_name_length,generic_merchant_name,upi_id_length,upi_handle_length,has_embedded_url,non_standard_param_count,suspicious_vpa_pattern,dataset_source,label
62,0.129,11,603.07,0,0,16,0,12,3,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1379,11,753.58,0,0,12,0,12,3,0,0,0,SYNTHETIC_UPI_V1,1
61,0.1311,11,397.83,0,0,14,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
61,0.1311,11,212.24,0,0,12,0,15,8,0,0,0,SYNTHETIC_UPI_V1,1
70,0.1286,11,1451.67,0,0,14,0,21,10,0,0,0,SYNTHETIC_UPI_V1,1
59,0.1356,11,442.64,0,0,14,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
61,0.1311,11,768.05,0,0,16,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
68,0.1176,11,746.09,0,0,16,0,18,10,0,0,0,SYNTHETIC_UPI_V1,1
56,0.1429,11,831.95,0,0,12,0,10,3,0,0,0,SYNTHETIC_UPI_V1,1
68,0.1324,11,1156.06,0,0,12,0,21,10,0,0,0,SYNTHETIC_UPI_V1,1
66,0.1364,11,1023.36,0,0,14,0,17,10,0,0,0,SYNTHETIC_UPI_V1,1
62,0.1452,11,1366.96,0,0,16,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
65,0.1231,11,251.33,0,0,16,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,956.24,0,0,14,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1379,11,261.27,0,0,14,0,10,3,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1228,11,52.28,0,0,12,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
61,0.1475,11,1152.77,0,0,11,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
59,0.1356,11,944.47,0,0,12,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1579,11,1208.99,0,0,11,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
54,0.0556,11,0.0,1,0,12,0,14,5,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1379,11,475.75,0,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
56,0.1429,11,204.84,0,0,11,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1404,11,192.56,0,0,11,0,12,3,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,582.38,0,0,12,0,17,8,0,0,0,SYNTHETIC_UPI_V1,1
59,0.1525,11,1084.48,0,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
59,0.1356,11,705.55,0,0,12,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1579,11,1450.36,0,0,10,0,12,3,0,0,0,SYNTHETIC_UPI_V1,1
59,0.1186,11,900.3,0,0,12,0,14,5,0,0,0,SYNTHETIC_UPI_V1,1
66,0.1364,11,1324.86,0,0,14,0,17,8,0,0,0,SYNTHETIC_UPI_V1,1
50,0.06,11,0.0,1,0,11,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,119.56,0,0,11,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
61,0.1311,11,938.63,0,0,11,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
64,0.1406,11,1480.31,0,0,10,0,19,10,0,0,0,SYNTHETIC_UPI_V1,1
64,0.125,11,608.07,0,0,19,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,783.81,0,0,11,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,923.47,0,0,16,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1404,11,769.47,0,0,11,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1167,11,34.79,0,0,11,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
56,0.1607,11,1197.16,0,0,10,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
67,0.1194,11,879.45,0,0,19,0,14,7,0,0,0,SYNTHETIC_UPI_V1,1
66,0.1212,11,370.87,0,0,16,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
66,0.1212,11,625.31,0,0,11,0,21,10,0,0,0,SYNTHETIC_UPI_V1,1
62,0.129,11,782.84,0,0,12,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1404,11,477.49,0,0,12,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1552,11,1302.81,0,0,11,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
64,0.125,11,425.72,0,0,19,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
56,0.1607,11,1038.46,0,0,11,0,10,3,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,864.48,0,0,11,0,15,8,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1552,11,1432.37,0,0,10,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,669.14,0,0,14,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
64,0.125,11,812.48,0,0,19,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
58,0.0517,11,0.0,1,0,19,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
53,0.0566,11,0.0,1,0,12,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
59,0.1356,11,214.83,0,0,14,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
63,0.1429,11,1136.31,0,0,12,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,356.01,0,0,14,0,12,3,0,0,0,SYNTHETIC_UPI_V1,1
66,0.1364,11,1258.03,0,0,16,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1207,11,287.6,0,0,10,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1404,11,908.15,0,0,12,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
64,0.125,11,707.35,0,0,16,0,14,3,0,0,0,SYNTHETIC_UPI_V1,1
52,0.0577,11,0.0,1,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
60,0.05,11,0.0,1,0,16,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
58,0.0517,11,0.0,1,0,19,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
52,0.0577,11,0.0,1,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
64,0.125,11,379.59,0,0,12,0,18,10,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1207,11,459.9,0,0,11,0,14,3,0,0,0,SYNTHETIC_UPI_V1,1
61,0.0492,11,0.0,1,0,19,0,14,7,0,0,0,SYNTHETIC_UPI_V1,1
63,0.1429,11,1385.43,0,0,10,0,18,10,0,0,0,SYNTHETIC_UPI_V1,1
56,0.1429,11,339.07,0,0,11,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
61,0.1311,11,828.36,0,0,11,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
70,0.1286,11,1023.71,0,0,19,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
65,0.1231,11,177.19,0,0,14,0,17,10,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,785.31,0,0,16,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
58,0.0517,11,0.0,1,0,12,0,18,10,0,0,0,SYNTHETIC_UPI_V1,1
56,0.0536,11,0.0,1,0,12,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,469.17,0,0,12,0,14,5,0,0,0,SYNTHETIC_UPI_V1,1
68,0.1029,11,77.48,0,0,19,0,16,7,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1404,11,112.84,0,0,12,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
70,0.1286,11,1151.08,0,0,16,0,19,8,0,0,0,SYNTHETIC_UPI_V1,1
63,0.1429,11,1361.08,0,0,12,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
52,0.0577,11,0.0,1,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
60,0.15,11,1467.95,0,0,12,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
61,0.1475,11,1236.81,0,0,10,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
52,0.0577,11,0.0,1,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
67,0.1194,11,110.26,0,0,12,0,21,10,0,0,0,SYNTHETIC_UPI_V1,1
69,0.1159,11,609.38,0,0,19,0,16,7,0,0,0,SYNTHETIC_UPI_V1,1
63,0.1111,11,441.0,0,0,16,0,14,5,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,223.46,0,0,19,0,10,3,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1379,11,891.58,0,0,12,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
56,0.125,11,79.86,0,0,10,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
55,0.1455,11,484.91,0,0,10,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
50,0.06,11,0.0,1,0,10,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
61,0.1311,11,225.08,0,0,11,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,840.36,0,0,10,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
65,0.1231,11,127.81,0,0,19,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
65,0.1385,11,1245.82,0,0,14,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
58,0.0517,11,0.0,1,0,14,0,16,7,0,0,0,SYNTHETIC_UPI_V1,1
56,0.125,11,32.85,0,0,11,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
62,0.1452,11,1133.95,0,0,14,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
65,0.1077,11,366.6,0,0,19,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
55,0.1455,11,976.59,0,0,10,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
54,0.0556,11,0.0,1,0,12,0,14,3,0,0,0,SYNTHETIC_UPI_V1,1
61,0.1311,11,562.35,0,0,11,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
57,0.0526,11,0.0,1,0,16,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1379,11,858.99,0,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1404,11,738.05,0,0,11,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
59,0.0508,11,0.0,1,0,16,0,15,8,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,120.75,0,0,12,0,17,8,0,0,0,SYNTHETIC_UPI_V1,1
53,0.0566,11,0.0,1,0,10,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
59,0.1356,11,689.45,0,0,12,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1167,11,33.44,0,0,12,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
51,0.0588,11,0.0,1,0,11,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.0526,11,0.0,1,0,16,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
70,0.1,11,386.1,0,0,19,0,18,10,0,0,0,SYNTHETIC_UPI_V1,1
62,0.129,11,614.98,0,0,14,0,14,3,0,0,0,SYNTHETIC_UPI_V1,1
67,0.1343,11,1243.81,0,0,19,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
58,0.0517,11,0.0,1,0,12,0,18,10,0,0,0,SYNTHETIC_UPI_V1,1
63,0.1429,11,1057.24,0,0,12,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
67,0.1343,11,1288.36,0,0,11,0,21,10,0,0,0,SYNTHETIC_UPI_V1,1
64,0.125,11,1352.9,0,0,12,0,18,10,0,0,0,SYNTHETIC_UPI_V1,1
62,0.129,11,849.63,0,0,11,0,17,8,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,884.68,0,0,12,0,14,7,0,0,0,SYNTHETIC_UPI_V1,1
52,0.0577,11,0.0,1,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
62,0.1452,11,1112.22,0,0,11,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.0526,11,0.0,1,0,12,0,17,10,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1379,11,924.66,0,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
52,0.0577,11,0.0,1,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1404,11,540.16,0,0,12,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
64,0.125,11,450.12,0,0,14,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1167,11,576.2,0,0,14,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1379,11,146.37,0,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
52,0.0577,11,0.0,1,0,14,0,10,3,0,0,0,SYNTHETIC_UPI_V1,1
58,0.0517,11,0.0,1,0,14,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
48,0.0625,11,0.0,1,0,10,0,10,3,0,0,0,SYNTHETIC_UPI_V1,1
67,0.1194,11,262.68,0,0,19,0,14,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1404,11,227.44,0,0,11,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
61,0.1311,11,124.61,0,0,11,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1404,11,301.37,0,0,12,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,934.09,0,0,10,0,19,10,0,0,0,SYNTHETIC_UPI_V1,1
64,0.125,11,908.78,0,0,16,0,14,3,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1404,11,444.26,0,0,10,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
69,0.1159,11,427.65,0,0,19,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,829.65,0,0,16,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
69,0.1159,11,444.08,0,0,19,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
62,0.129,11,217.38,0,0,10,0,18,10,0,0,0,SYNTHETIC_UPI_V1,1
55,0.1455,11,120.21,0,0,10,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
64,0.1094,11,545.7,0,0,12,0,19,8,0,0,0,SYNTHETIC_UPI_V1,1
57,0.0526,11,0.0,1,0,11,0,18,10,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,651.38,0,0,11,0,18,7,0,0,0,SYNTHETIC_UPI_V1,1
68,0.1176,11,592.79,0,0,19,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
54,0.0556,11,0.0,1,0,12,0,14,5,0,0,0,SYNTHETIC_UPI_V1,1
55,0.0545,11,0.0,1,0,14,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1379,11,786.46,0,0,12,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,457.39,0,0,12,0,14,3,0,0,0,SYNTHETIC_UPI_V1,1
65,0.1231,11,254.89,0,0,14,0,17,10,0,0,0,SYNTHETIC_UPI_V1,1
59,0.1525,11,1438.11,0,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.0526,11,0.0,1,0,16,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
59,0.1356,11,589.37,0,0,12,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
62,0.129,11,809.96,0,0,14,0,14,5,0,0,0,SYNTHETIC_UPI_V1,1
63,0.1429,11,1295.33,0,0,14,0,14,3,0,0,0,SYNTHETIC_UPI_V1,1
63,0.1429,11,1269.82,0,0,14,0,14,3,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1379,11,889.35,0,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
52,0.0577,11,0.0,1,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
55,0.1455,11,215.42,0,0,10,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
66,0.1212,11,739.57,0,0,16,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
63,0.1429,11,1428.24,0,0,12,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
65,0.1231,11,742.67,0,0,12,0,19,8,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,338.59,0,0,12,0,17,8,0,0,0,SYNTHETIC_UPI_V1,1
64,0.125,11,852.82,0,0,16,0,14,7,0,0,0,SYNTHETIC_UPI_V1,1
65,0.1231,11,819.23,0,0,14,0,17,8,0,0,0,SYNTHETIC_UPI_V1,1
59,0.1525,11,1484.77,0,0,12,0,12,3,0,0,0,SYNTHETIC_UPI_V1,1
72,0.125,11,1498.98,0,0,19,0,18,10,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,184.91,0,0,12,0,17,8,0,0,0,SYNTHETIC_UPI_V1,1
50,0.06,11,0.0,1,0,10,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
66,0.1212,11,859.41,0,0,19,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
56,0.1429,11,446.03,0,0,11,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
53,0.0566,11,0.0,1,0,14,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
58,0.1379,11,199.06,0,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
66,0.1364,11,1017.59,0,0,19,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
59,0.1356,11,122.52,0,0,10,0,15,8,0,0,0,SYNTHETIC_UPI_V1,1
62,0.129,11,737.19,0,0,11,0,17,10,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,693.09,0,0,14,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
55,0.1455,11,650.17,0,0,10,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1404,11,871.12,0,0,11,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
56,0.0536,11,0.0,1,0,12,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
63,0.1429,11,1487.84,0,0,12,0,16,8,0,0,0,SYNTHETIC_UPI_V1,1
52,0.0577,11,0.0,1,0,11,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
49,0.0612,11,0.0,1,0,11,0,10,3,0,0,0,SYNTHETIC_UPI_V1,1
65,0.1231,11,145.89,0,0,19,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
63,0.0476,11,0.0,1,0,14,0,21,10,0,0,0,SYNTHETIC_UPI_V1,1
56,0.0536,11,0.0,1,0,12,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
55,0.1455,11,721.77,0,0,10,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
63,0.1429,11,1322.67,0,0,14,0,14,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.0526,11,0.0,1,0,16,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
66,0.1364,11,1086.42,0,0,16,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
59,0.1356,11,139.17,0,0,12,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,649.79,0,0,10,0,19,10,0,0,0,SYNTHETIC_UPI_V1,1
67,0.1194,11,904.01,0,0,19,0,14,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.1404,11,991.02,0,0,12,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
54,0.1296,11,91.31,0,0,10,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
67,0.1194,11,894.96,0,0,19,0,14,5,0,0,0,SYNTHETIC_UPI_V1,1
54,0.0556,11,0.0,1,0,11,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
60,0.15,11,1157.85,0,0,12,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
62,0.1452,11,1384.64,0,0,11,0,16,7,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,132.82,0,0,10,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,312.76,0,0,14,0,12,5,0,0,0,SYNTHETIC_UPI_V1,1
64,0.125,11,661.85,0,0,14,0,16,5,0,0,0,SYNTHETIC_UPI_V1,1
52,0.0577,11,0.0,1,0,10,0,14,5,0,0,0,SYNTHETIC_UPI_V1,1
57,0.0526,11,0.0,1,0,14,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,526.59,0,0,16,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
55,0.1273,11,185.9,0,0,11,0,11,3,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,401.79,0,0,11,0,18,7,0,0,0,SYNTHETIC_UPI_V1,1
63,0.127,11,854.66,0,0,12,0,17,10,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,768.15,0,0,14,0,12,3,0,0,0,SYNTHETIC_UPI_V1,1
61,0.1311,11,712.93,0,0,12,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
64,0.1406,11,1287.65,0,0,16,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
56,0.125,11,486.7,0,0,10,0,13,5,0,0,0,SYNTHETIC_UPI_V1,1
59,0.0508,11,0.0,1,0,12,0,19,10,0,0,0,SYNTHETIC_UPI_V1,1
64,0.1406,11,1300.39,0,0,14,0,15,7,0,0,0,SYNTHETIC_UPI_V1,1
60,0.1333,11,444.48,0,0,12,0,14,3,0,0,0,SYNTHETIC_UPI_V1,1
51,0.1373,11,2587.67,0,0,3,1,13,3,0,0,0,SYNTHETIC_UPI_V1,0
68,0.1029,11,7788.93,0,0,7,0,26,8,0,0,1,SYNTHETIC_UPI_V1,0
49,0.1429,11,1491.68,0,1,0,0,14,4,0,0,0,SYNTHETIC_UPI_V1,0
68,0.1029,11,6203.62,0,0,7,0,26,8,0,0,1,SYNTHETIC_UPI_V1,0
48,0.125,11,386.08,0,1,0,0,14,4,0,0,0,SYNTHETIC_UPI_V1,0
91,0.033,16,0.0,0,0,11,0,11,4,1,0,0,SYNTHETIC_UPI_V1,0
58,0.1207,11,9659.95,0,0,7,0,16,7,0,0,0,SYNTHETIC_UPI_V1,0
48,0.1458,11,4779.46,0,1,0,0,13,3,0,0,0,SYNTHETIC_UPI_V1,0
59,0.1356,11,20178.58,0,0,7,0,16,7,0,0,0,SYNTHETIC_UPI_V1,0
91,0.033,16,0.0,0,0,11,0,11,4,1,0,0,SYNTHETIC_UPI_V1,0
56,0.1429,11,1423.37,0,0,7,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,897.65,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,24451.18,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,1452.14,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
59,0.1356,11,5878.01,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,1804.85,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,3597.93,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
55,0.1273,11,4885.5,0,0,7,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,16615.41,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,1501.35,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,16837.92,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,13699.66,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,549.87,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
54,0.1481,11,4667.19,0,0,5,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
54,0.1481,11,2537.41,0,0,5,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,241.91,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,358.61,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
68,0.1029,11,1317.3,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
58,0.1207,11,8287.5,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
53,0.1509,11,1043.32,0,0,4,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
52,0.1538,11,2533.63,0,0,3,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
55,0.1273,11,906.89,0,0,7,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
49,0.1633,11,1467.59,0,1,0,0,14,3,0,0,0,SYNTHETIC_UPI_V1,0
51,0.1373,11,910.46,0,0,3,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
50,0.16,11,1939.96,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
68,0.1029,11,867.13,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
56,0.125,11,4190.4,0,0,8,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,159.06,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,6110.59,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
49,0.1429,11,279.98,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,21077.94,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,330.76,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
60,0.15,11,21607.45,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,348.36,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
56,0.1429,11,3120.46,0,0,7,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
54,0.1111,11,598.1,0,0,7,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
59,0.1356,11,8955.01,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
49,0.1429,11,274.76,0,1,0,0,15,4,0,0,0,SYNTHETIC_UPI_V1,0
55,0.1273,11,692.13,0,0,7,1,14,3,0,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
59,0.1356,11,8359.78,0,0,7,0,17,7,0,0,0,SYNTHETIC_UPI_V1,0
69,0.1159,11,3748.67,0,0,7,0,27,8,0,0,1,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
92,0.0435,16,0.0,0,0,11,0,12,4,1,0,0,SYNTHETIC_UPI_V1,0
